과목명,과목구분,운영학과,강의시간,교수명,성적평가방식,수업형태
물리화학,전공(핵심),공과대학 신소재공학과,,홍순구,GRADE,가상강의(보조강의)
물리화학,전공(핵심),공과대학 신소재공학과,"월16:30~18:00(공1157), 화16:30~18:00(공1157)",김현유,GRADE,가상강의(보조강의)
재료과학1,전공(핵심),공과대학 신소재공학과,"월09:00~10:30(공1107), 수09:00~10:30(공1107)",백경호,GRADE,가상강의(보조강의)
재료과학1,전공(핵심),공과대학 신소재공학과,"월09:00~10:30(공1301), 수09:00~10:30(공1301)",이수열,GRADE,가상강의(보조강의)
공학수학1,전공(기초),공과대학 신소재공학과,"월15:00~16:30(공1157), 화09:00~10:30(공1157)",백경호,GRADE,가상강의(보조강의)
공학수학1,전공(기초),공과대학 신소재공학과,"월15:00~16:30(공1301), 화09:00~10:30(공1301)",이동현,GRADE,가상강의(보조강의)
양자물리,전공(핵심),공과대학 신소재공학과,"화13:30~15:00(공1301), 목10:30~12:00(공1301)",김효진,GRADE,가상강의(보조강의)
양자물리,전공(핵심),공과대학 신소재공학과,"수16:30~18:00(공1301), 목16:30~18:00(공1301)",김효진,GRADE,가상강의(보조강의)
결정구조학,전공(핵심),공과대학 신소재공학과,"화15:00~16:30(공1301), 목13:30~15:00(공1301)",김의태,GRADE,가상강의(보조강의)
결정구조학,전공(핵심),공과대학 신소재공학과,"화15:00~16:30(공1157), 목13:30~15:00(공1157)",전나리,GRADE,가상강의(보조강의)
재료전산,전공(심화),공과대학 신소재공학과,"월10:30~12:00(산학연0210), 수10:30~12:00(산학연0210)",이종현,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),공과대학 신소재공학과,,한준현,PASS/FAIL,가상강의(보조강의)
유전체재료,전공(심화),공과대학 신소재공학과,,박상백,GRADE,가상강의(보조강의)
상변태,전공(핵심),공과대학 신소재공학과,"수13:30~15:00(공1107), 목13:30~15:00(공1107)",김천중,GRADE,가상강의(보조강의)
상변태,전공(핵심),공과대학 신소재공학과,"수13:30~15:00(공1375), 목13:30~15:00(공1375)",이동현,GRADE,가상강의(보조강의)
재료강도학,전공(핵심),공과대학 신소재공학과,"월10:30~12:00(공1107), 수10:30~12:00(공1107)",한준현,GRADE,가상강의(보조강의)
재료강도학,전공(핵심),공과대학 신소재공학과,"월10:30~12:00(공1375), 수10:30~12:00(공1301)",이수열,GRADE,가상강의(보조강의)
반응속도론,전공(심화),공과대학 신소재공학과,"화16:30~18:00(공1107), 목16:30~18:00(공1107)",김상준,GRADE,가상강의(보조강의)
반도체재료,전공(핵심),공과대학 신소재공학과,"월15:00~16:30(공1375), 수15:00~16:30(공1375)",홍기현,GRADE,가상강의(보조강의)
반도체재료,전공(핵심),공과대학 신소재공학과,"월16:30~18:00(공1375), 수16:30~18:00(공1375)",홍기현,GRADE,가상강의(보조강의)
열전달및확산,전공(핵심),공과대학 신소재공학과,"월13:30~15:00(공1107), 화13:30~15:00(공1107)",백경호,GRADE,가상강의(보조강의)
촉매화학,전공(심화),공과대학 신소재공학과,"월13:30~15:00(공1375), 화13:30~15:00(공1375)",김현유,GRADE,가상강의(보조강의)
유기소재개론,전공(핵심),공과대학 신소재공학과,"월09:00~10:30(공1375), 화09:00~10:30(공1375)",최지훈,GRADE,가상강의(보조강의)
철강제련,전공(심화),공과대학 신소재공학과,,이종현,GRADE,가상강의(보조강의)
재료열처리,전공(심화),공과대학 신소재공학과,"월16:30~18:00(공1107), 수16:30~18:00(공1107)",한준현,GRADE,가상강의(보조강의)
재료의전자기특성,전공(심화),공과대학 신소재공학과,"월15:00~16:30(공1107), 수15:00~16:30(공1107)",정종율,GRADE,가상강의(보조강의)
재료전기화학개론,전공(심화),공과대학 신소재공학과,"화10:30~12:00(공1107), 목15:00~16:30(공1107)",김천중,GRADE,가상강의(보조강의)
에너지환경재료,전공(심화),공과대학 신소재공학과,"월16:30~18:00(공1301), 화16:30~18:00(공1301)",김효진,GRADE,가상강의(보조강의)
디스플레이공학,전공(심화),공과대학 신소재공학과,"화15:00~16:30(공1375), 수10:30~12:00(공1375)",홍기현,GRADE,가상강의(보조강의)
반도성세라믹스,전공(심화),공과대학 신소재공학과,"화09:00~10:30(공1107), 목09:00~10:30(공1107)",최민섭,GRADE,가상강의(보조강의)
나노과학기술,전공(심화),공과대학 신소재공학과,"화10:30~12:00(공1375), 목10:30~12:00(공1375)",전나리,GRADE,가상강의(보조강의)
신소재콜로키움,전공(심화),공과대학 신소재공학과,,김천중,PASS/FAIL,가상강의(보조강의)
반도체소재공정 캡스톤디자인,전공(심화),공과대학 신소재공학과,"목15:00~17:00(공1375), 목17:00~19:00(공1375)",김의태,GRADE,가상강의(보조강의)
반도체소재공정 캡스톤디자인,전공(심화),공과대학 신소재공학과,"목15:00~17:00(공1157), 목17:00~19:00(공1157)",최민섭,GRADE,가상강의(보조강의)
미래설계상담1,전공(기초),공과대학 환경공학과,,최수훈,PASS/FAIL,가상강의(보조강의)
대학생활과 진로설계,교양(소양필수),공과대학 환경공학과,수14:00~15:00(공3314),최수훈,GRADE,
공학수학,전공(기초),공과대학 환경공학과,수15:00~18:00(공3426),김혜숙,GRADE,가상강의(보조강의)
미래설계상담3,전공(기초),공과대학 환경공학과,,최수훈,PASS/FAIL,가상강의(보조강의)
대기오염개론,전공(핵심),공과대학 환경공학과,"월18:00~19:30(공3314), 수10:30~12:00(공3314)",임세희,GRADE,가상강의(보조강의)
수질화학,전공(핵심),공과대학 환경공학과,"화10:30~12:00(공3426), 수09:00~10:30(공3426)",최영균,GRADE,가상강의(보조강의)
환경기초공학설계,전공(핵심),공과대학 환경공학과,목14:00~17:00(공3307),신미수,GRADE,가상강의(보조강의)
환경기초공학설계,전공(핵심),공과대학 환경공학과,목18:00~21:00(공3307),신미수,GRADE,가상강의(보조강의)
수질분석및실험,전공(핵심),공과대학 환경공학과,"금09:00~12:00(공3314), 금13:00~19:00(공3314)",정지현,GRADE,가상강의(보조강의)
폐기물처리공학,전공(핵심),공과대학 환경공학과,"월16:30~18:00(공3426), 화13:30~15:00(공3426)",장용철,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),공과대학 환경공학과,,최수훈,PASS/FAIL,가상강의(보조강의)
환경기기분석,전공(심화),공과대학 환경공학과,월15:00~18:00(공3314),한영수,GRADE,가상강의(보조강의)
상수도공학및실험,전공(심화),공과대학 환경공학과,"금12:00~14:00(공3426), 금14:00~16:00(공3426)",안현경,GRADE,가상강의(보조강의)
폐수처리공정및설계,전공(심화),공과대학 환경공학과,"화15:00~16:30(공3426), 수10:30~12:00(공3426)",최영균,GRADE,가상강의(보조강의)
유해물질과위해성평가,전공(심화),공과대학 환경공학과,"월13:30~15:00(공3314), 화16:30~18:00(공3426)",장용철,GRADE,가상강의(보조강의)
환경정책및법규,전공(심화),공과대학 환경공학과,수19:00~22:00(공3314),김혜숙,GRADE,가상강의(보조강의)
수질관리공학및설계,전공(심화),공과대학 환경공학과,"화10:00~12:00(공3314), 화13:00~15:00(공3314)",서동일,GRADE,가상강의(보조강의)
분진제어공학,전공(심화),공과대학 환경공학과,화19:00~22:00(공3426),박상원,GRADE,가상강의(보조강의)
대기측정및자료분석,전공(심화),공과대학 환경공학과,"수15:00~17:00(공3314), 수17:00~19:00(공3314)",임세희,GRADE,가상강의(보조강의)
데이터분석과프로그래밍,전공(핵심),공과대학 환경공학과,"금18:00~20:00(공3307), 금16:00~18:00(공3307)",임화정,GRADE,가상강의(보조강의)
산업 인공지능 및 실습1,전공(심화),공과대학 환경공학과,"월18:00~20:00(공3307), 월20:00~22:00(공3307)",임화정,GRADE,가상강의(보조강의)
미래설계상담7,전공(기초),공과대학 환경공학과,,최수훈,PASS/FAIL,가상강의(보조강의)
토양오염제어,전공(심화),공과대학 환경공학과,"월12:00~13:30(공3426), 수13:30~15:00(공3426)",한영수,GRADE,가상강의(보조강의)
환경공학종합설계,전공(심화),공과대학 환경공학과,목09:00~15:00(공3314),최수훈,GRADE,가상강의(보조강의)
스마트 물관리공학,전공(심화),공과대학 환경공학과,"월10:30~12:00(공3314), 수10:30~12:00(공3313)",서동일,GRADE,가상강의(보조강의)
미래설계상담1,전공(기초),공과대학 항공우주공학과,,김승균,PASS/FAIL,가상강의(보조강의)
컴퓨터연습1,전공(기초),공과대학 항공우주공학과,목15:00~17:00(공3322),정성자,GRADE,가상강의(보조강의)
항공우주공학개론,전공(기초),공과대학 항공우주공학과,금09:00~12:00(공3323),이창호,GRADE,가상강의(보조강의)
대학생활과 진로설계,교양(소양필수),공과대학 항공우주공학과,월14:00~15:00(공3317),김병수,GRADE,가상강의(보조강의)
공학수학1,전공(기초),공과대학 항공우주공학과,"월13:30~15:00(공3323), 수13:30~15:00(공3323)",조은희,GRADE,가상강의(보조강의)
미래설계상담3,전공(기초),공과대학 항공우주공학과,,한종섭,PASS/FAIL,가상강의(보조강의)
고체역학,전공(핵심),공과대학 항공우주공학과,"화13:30~15:00(공3323), 목13:30~15:00(공3323)",박재상,GRADE,가상강의(보조강의)
열역학,전공(핵심),공과대학 항공우주공학과,"월10:30~12:00(공3323), 수15:00~16:30(공3323)",고영성,GRADE,가상강의(보조강의)
CAD,전공(기초),공과대학 항공우주공학과,"화10:00~12:00(공3322), 목10:00~12:00(공3322)",김병수,GRADE,가상강의(보조강의)
공학계측이론 및 실습,전공(핵심),공과대학 항공우주공학과,"수09:00~11:00(공3317), 수11:00~13:00(공3317)",고영성,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),공과대학 항공우주공학과,,석진영,PASS/FAIL,가상강의(보조강의)
자동제어,전공(심화),공과대학 항공우주공학과,"월15:00~16:30(공3323), 수15:00~16:30(공3322)",김승균,GRADE,가상강의(보조강의)
공기역학 1,전공(핵심),공과대학 항공우주공학과,"화13:30~15:00(공3317), 수13:30~15:00(공3317)",한종섭,GRADE,가상강의(보조강의)
항공기진동론,전공(심화),공과대학 항공우주공학과,"화10:30~12:00(공3323), 목10:30~12:00(공3323)",박재상,GRADE,가상강의(보조강의)
수치해석,전공(심화),공과대학 항공우주공학과,"화15:00~16:30(공3322), 목13:30~15:00(공3322)",김병수,GRADE,가상강의(보조강의)
공기역학실험,전공(핵심),공과대학 항공우주공학과,"월18:00~20:00(공3317), 화18:00~20:00(공3317), 화17:00~18:00(공3317)",한종섭,GRADE,가상강의(보조강의)
제트추진장치,전공(핵심),공과대학 항공우주공학과,"월10:30~12:00(공3322), 수10:30~12:00(공3322)",허환일,GRADE,가상강의(보조강의)
공력소음개론,전공(심화),공과대학 항공우주공학과,"월10:30~12:00(공3317), 수09:00~10:30(공3322)",한종섭,GRADE,가상강의(보조강의)
비행제어시뮬레이션,전공(심화),공과대학 항공우주공학과,"월15:00~16:30(공3317), 목16:30~18:00(공3317)",석진영,GRADE,가상강의(보조강의)
비행제어실험,전공(심화),공과대학 항공우주공학과,"월18:00~20:00(공3322), 월17:00~18:00(공3322), 목18:00~20:00(공3322)",석진영,GRADE,가상강의(보조강의)
추진장치설계,전공(심화),공과대학 항공우주공학과,"월13:30~15:00(공3322), 수13:30~15:00(공3322)",허환일,GRADE,가상강의(보조강의)
항공기설계,전공(심화),공과대학 항공우주공학과,화09:00~12:00(공3321-1),김인걸,GRADE,가상강의(보조강의)
미래설계상담1,전공(기초),공과대학 메카트로닉스공학과,,안미치코,PASS/FAIL,가상강의(보조강의)
프로그래밍언어,전공(핵심),공과대학 메카트로닉스공학과,"화10:00~12:00(공3520), 수16:00~18:00(공3401)",이재용,GRADE,가상강의(보조강의)
대학생활과 진로설계,교양(소양필수),공과대학 메카트로닉스공학과,화14:00~15:00(공4611),안미치코,GRADE,가상강의(보조강의)
미래설계상담3,전공(기초),공과대학 메카트로닉스공학과,,안미치코,PASS/FAIL,가상강의(보조강의)
고체역학,전공(기초),공과대학 메카트로닉스공학과,"월13:00~15:00(공4611), 목10:00~11:00(공4611)",양석조,GRADE,가상강의(보조강의)
공학수학1,전공(기초),공과대학 메카트로닉스공학과,"화10:00~12:00(공4710), 수15:00~16:00(공4710)",안미치코,GRADE,가상강의(보조강의)
기계공작법,전공(심화),공과대학 메카트로닉스공학과,"수10:00~12:00(공4611), 목11:00~12:00(공4611)",김도영,GRADE,가상강의(보조강의)
전자회로,전공(심화),공과대학 메카트로닉스공학과,"월10:00~12:00(공4710), 수14:00~15:00(공4710)",고윤호,GRADE,가상강의(보조강의)
전자회로실험,전공(기초),공과대학 메카트로닉스공학과,"월15:00~18:00(공4607), 수16:00~19:00(공4607)",고윤호,GRADE,가상강의(보조강의)
컴퓨터응용제도,전공(핵심),공과대학 메카트로닉스공학과,화12:00~18:00(공4613),한성지,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),공과대학 메카트로닉스공학과,,안미치코,PASS/FAIL,가상강의(보조강의)
수치해석,전공(핵심),공과대학 메카트로닉스공학과,"월10:00~12:00(공4611), 수14:00~15:00(공4611)",이지홍,GRADE,가상강의(보조강의)
CAD / CAM,전공(심화),공과대학 메카트로닉스공학과,"화10:00~12:00(공4611), 목14:00~15:00(공4611)",김도영,GRADE,가상강의(보조강의)
전자기계,전공(심화),공과대학 메카트로닉스공학과,"화13:00~15:00(공4710), 수11:00~12:00(공4710)",노명규,GRADE,가상강의(보조강의)
창의적기구설계및실습,전공(심화),공과대학 메카트로닉스공학과,"월16:00~18:00(공4611), 수15:00~17:00(공4613)",한성지,GRADE,가상강의(보조강의)
열유체공학 1,전공(핵심),공과대학 메카트로닉스공학과,"화15:00~16:00(공4710), 목10:00~12:00(공4710)",안미치코,GRADE,가상강의(보조강의)
디지털 신호와 시스템,전공(심화),공과대학 메카트로닉스공학과,"월14:00~16:00(공4710), 수10:00~11:00(공4710)",정슬,GRADE,가상강의(보조강의)
미래설계상담7,전공(기초),공과대학 메카트로닉스공학과,,안미치코,PASS/FAIL,가상강의(보조강의)
창의적로봇설계및제어,전공(심화),공과대학 메카트로닉스공학과,"월10:00~12:00(공4612), 수14:00~16:00(공4612)",정슬,GRADE,가상강의(보조강의)
인공지능개론,전공(심화),공과대학 메카트로닉스공학과,"화14:00~15:00(공4612), 목10:00~12:00(공4612)",원문철,GRADE,가상강의(보조강의)
캡스톤디자인Ⅰ,전공(심화),공과대학 메카트로닉스공학과,목13:00~19:00(공4710),안미치코,GRADE,가상강의(보조강의)
지능로봇실습,전공(심화),공과대학 메카트로닉스공학과,"월14:00~16:00(공4608), 수10:00~12:00(공4612)",이지홍,GRADE,가상강의(보조강의)
